,pos,chrom,region
0,124461595,9,9_124461593_124461695
1,124461599,9,9_124461593_124461695
2,124461616,9,9_124461593_124461695
3,124461619,9,9_124461593_124461695
4,124461640,9,9_124461593_124461695
5,124461667,9,9_124461593_124461695
6,124461682,9,9_124461593_124461695
7,124461695,9,9_124461593_124461695
0,3148742,20,20_3148740_3148838
1,3148745,20,20_3148740_3148838
2,3148770,20,20_3148740_3148838
3,3148778,20,20_3148740_3148838
4,3148785,20,20_3148740_3148838
5,3148787,20,20_3148740_3148838
6,3148834,20,20_3148740_3148838
7,3148838,20,20_3148740_3148838
0,157719858,7,7_157719856_157719939
1,157719877,7,7_157719856_157719939
2,157719879,7,7_157719856_157719939
3,157719918,7,7_157719856_157719939
4,157719937,7,7_157719856_157719939
5,157719939,7,7_157719856_157719939
0,18959661,1,1_18959659_18959760
1,18959673,1,1_18959659_18959760
2,18959682,1,1_18959659_18959760
3,18959693,1,1_18959659_18959760
4,18959706,1,1_18959659_18959760
5,18959746,1,1_18959659_18959760
6,18959748,1,1_18959659_18959760
7,18959760,1,1_18959659_18959760
0,28785180,16,16_28785178_28785252
1,28785202,16,16_28785178_28785252
2,28785216,16,16_28785178_28785252
3,28785232,16,16_28785178_28785252
4,28785252,16,16_28785178_28785252
0,45148086,19,19_45148084_45148151
1,45148110,19,19_45148084_45148151
2,45148120,19,19_45148084_45148151
3,45148142,19,19_45148084_45148151
4,45148151,19,19_45148084_45148151
0,28911744,6,6_28911742_28911840
1,28911753,6,6_28911742_28911840
2,28911759,6,6_28911742_28911840
3,28911769,6,6_28911742_28911840
4,28911814,6,6_28911742_28911840
5,28911840,6,6_28911742_28911840
0,210179,16,16_210177_210279
1,210211,16,16_210177_210279
2,210216,16,16_210177_210279
3,210248,16,16_210177_210279
4,210253,16,16_210177_210279
5,210279,16,16_210177_210279
0,10119745,4,4_10119743_10119845
1,10119778,4,4_10119743_10119845
2,10119798,4,4_10119743_10119845
3,10119810,4,4_10119743_10119845
4,10119845,4,4_10119743_10119845
0,39193740,3,3_39193738_39193802
1,39193756,3,3_39193738_39193802
2,39193758,3,3_39193738_39193802
3,39193794,3,3_39193738_39193802
4,39193802,3,3_39193738_39193802
0,37633047,13,13_37633045_37633147
1,37633053,13,13_37633045_37633147
2,37633066,13,13_37633045_37633147
3,37633122,13,13_37633045_37633147
4,37633124,13,13_37633045_37633147
5,37633136,13,13_37633045_37633147
6,37633147,13,13_37633045_37633147
0,44597270,21,21_44597268_44597364
1,44597282,21,21_44597268_44597364
2,44597284,21,21_44597268_44597364
3,44597294,21,21_44597268_44597364
4,44597304,21,21_44597268_44597364
5,44597311,21,21_44597268_44597364
6,44597359,21,21_44597268_44597364
7,44597364,21,21_44597268_44597364
0,18403993,17,17_18403991_18404078
1,18404018,17,17_18403991_18404078
2,18404033,17,17_18403991_18404078
3,18404048,17,17_18403991_18404078
4,18404060,17,17_18403991_18404078
5,18404074,17,17_18403991_18404078
6,18404078,17,17_18403991_18404078
0,13279405,9,9_13279403_13279493
1,13279407,9,9_13279403_13279493
2,13279410,9,9_13279403_13279493
3,13279414,9,9_13279403_13279493
4,13279424,9,9_13279403_13279493
5,13279426,9,9_13279403_13279493
6,13279429,9,9_13279403_13279493
7,13279431,9,9_13279403_13279493
8,13279439,9,9_13279403_13279493
9,13279461,9,9_13279403_13279493
10,13279464,9,9_13279403_13279493
11,13279482,9,9_13279403_13279493
12,13279487,9,9_13279403_13279493
13,13279493,9,9_13279403_13279493
0,53993312,10,10_53993310_53993412
1,53993316,10,10_53993310_53993412
2,53993330,10,10_53993310_53993412
3,53993345,10,10_53993310_53993412
4,53993354,10,10_53993310_53993412
5,53993366,10,10_53993310_53993412
6,53993378,10,10_53993310_53993412
7,53993381,10,10_53993310_53993412
8,53993388,10,10_53993310_53993412
9,53993412,10,10_53993310_53993412
0,4764971,7,7_4764969_4765051
1,4764977,7,7_4764969_4765051
2,4764997,7,7_4764969_4765051
3,4765015,7,7_4764969_4765051
4,4765051,7,7_4764969_4765051
0,140228669,5,5_140228667_140228755
1,140228697,5,5_140228667_140228755
2,140228718,5,5_140228667_140228755
3,140228725,5,5_140228667_140228755
4,140228740,5,5_140228667_140228755
5,140228755,5,5_140228667_140228755
0,36920457,13,13_36920455_36920555
1,36920460,13,13_36920455_36920555
2,36920465,13,13_36920455_36920555
3,36920469,13,13_36920455_36920555
4,36920472,13,13_36920455_36920555
5,36920479,13,13_36920455_36920555
6,36920485,13,13_36920455_36920555
7,36920502,13,13_36920455_36920555
8,36920504,13,13_36920455_36920555
9,36920506,13,13_36920455_36920555
10,36920508,13,13_36920455_36920555
11,36920510,13,13_36920455_36920555
12,36920517,13,13_36920455_36920555
13,36920531,13,13_36920455_36920555
14,36920538,13,13_36920455_36920555
15,36920541,13,13_36920455_36920555
16,36920543,13,13_36920455_36920555
17,36920545,13,13_36920455_36920555
18,36920551,13,13_36920455_36920555
19,36920555,13,13_36920455_36920555
0,171810647,1,1_171810645_171810729
1,171810650,1,1_171810645_171810729
2,171810658,1,1_171810645_171810729
3,171810661,1,1_171810645_171810729
4,171810668,1,1_171810645_171810729
5,171810671,1,1_171810645_171810729
6,171810677,1,1_171810645_171810729
7,171810701,1,1_171810645_171810729
8,171810704,1,1_171810645_171810729
9,171810727,1,1_171810645_171810729
10,171810729,1,1_171810645_171810729
0,12876910,19,19_12876908_12877000
1,12876917,19,19_12876908_12877000
2,12876925,19,19_12876908_12877000
3,12876936,19,19_12876908_12877000
4,12876941,19,19_12876908_12877000
5,12876943,19,19_12876908_12877000
6,12876945,19,19_12876908_12877000
7,12876947,19,19_12876908_12877000
8,12876968,19,19_12876908_12877000
9,12876986,19,19_12876908_12877000
10,12876992,19,19_12876908_12877000
11,12876996,19,19_12876908_12877000
12,12877000,19,19_12876908_12877000
0,75914706,6,6_75914704_75914806
1,75914712,6,6_75914704_75914806
2,75914716,6,6_75914704_75914806
3,75914735,6,6_75914704_75914806
4,75914739,6,6_75914704_75914806
5,75914746,6,6_75914704_75914806
6,75914752,6,6_75914704_75914806
7,75914755,6,6_75914704_75914806
8,75914762,6,6_75914704_75914806
9,75914803,6,6_75914704_75914806
10,75914806,6,6_75914704_75914806
0,124461703,9,9_124461701_124461800
1,124461708,9,9_124461701_124461800
2,124461711,9,9_124461701_124461800
3,124461714,9,9_124461701_124461800
4,124461717,9,9_124461701_124461800
5,124461720,9,9_124461701_124461800
6,124461723,9,9_124461701_124461800
7,124461725,9,9_124461701_124461800
8,124461745,9,9_124461701_124461800
9,124461748,9,9_124461701_124461800
10,124461751,9,9_124461701_124461800
11,124461754,9,9_124461701_124461800
12,124461758,9,9_124461701_124461800
13,124461766,9,9_124461701_124461800
14,124461768,9,9_124461701_124461800
15,124461771,9,9_124461701_124461800
16,124461774,9,9_124461701_124461800
17,124461779,9,9_124461701_124461800
18,124461786,9,9_124461701_124461800
19,124461798,9,9_124461701_124461800
20,124461800,9,9_124461701_124461800
0,42738973,6,6_42738971_42739068
1,42738978,6,6_42738971_42739068
2,42739008,6,6_42738971_42739068
3,42739013,6,6_42738971_42739068
4,42739016,6,6_42738971_42739068
5,42739021,6,6_42738971_42739068
6,42739025,6,6_42738971_42739068
7,42739033,6,6_42738971_42739068
8,42739049,6,6_42738971_42739068
9,42739054,6,6_42738971_42739068
10,42739063,6,6_42738971_42739068
11,42739068,6,6_42738971_42739068
0,55519669,3,3_55519667_55519757
1,55519683,3,3_55519667_55519757
2,55519721,3,3_55519667_55519757
3,55519730,3,3_55519667_55519757
4,55519757,3,3_55519667_55519757
0,16884549,8,8_16884547_16884644
1,16884555,8,8_16884547_16884644
2,16884566,8,8_16884547_16884644
3,16884573,8,8_16884547_16884644
4,16884576,8,8_16884547_16884644
5,16884596,8,8_16884547_16884644
6,16884601,8,8_16884547_16884644
7,16884608,8,8_16884547_16884644
8,16884614,8,8_16884547_16884644
9,16884619,8,8_16884547_16884644
10,16884631,8,8_16884547_16884644
11,16884634,8,8_16884547_16884644
12,16884636,8,8_16884547_16884644
13,16884644,8,8_16884547_16884644
0,55880853,15,15_55880851_55880942
1,55880856,15,15_55880851_55880942
2,55880860,15,15_55880851_55880942
3,55880869,15,15_55880851_55880942
4,55880875,15,15_55880851_55880942
5,55880879,15,15_55880851_55880942
6,55880885,15,15_55880851_55880942
7,55880887,15,15_55880851_55880942
8,55880891,15,15_55880851_55880942
9,55880894,15,15_55880851_55880942
10,55880900,15,15_55880851_55880942
11,55880913,15,15_55880851_55880942
12,55880932,15,15_55880851_55880942
13,55880939,15,15_55880851_55880942
14,55880942,15,15_55880851_55880942
0,119529025,3,3_119529023_119529103
1,119529054,3,3_119529023_119529103
2,119529056,3,3_119529023_119529103
3,119529058,3,3_119529023_119529103
4,119529062,3,3_119529023_119529103
5,119529067,3,3_119529023_119529103
6,119529070,3,3_119529023_119529103
7,119529073,3,3_119529023_119529103
8,119529082,3,3_119529023_119529103
9,119529098,3,3_119529023_119529103
10,119529103,3,3_119529023_119529103
0,72978814,17,17_72978812_72978848
1,72978817,17,17_72978812_72978848
2,72978831,17,17_72978812_72978848
3,72978833,17,17_72978812_72978848
4,72978848,17,17_72978812_72978848
0,95942433,12,12_95942431_95942528
1,95942458,12,12_95942431_95942528
2,95942464,12,12_95942431_95942528
3,95942474,12,12_95942431_95942528
4,95942477,12,12_95942431_95942528
5,95942481,12,12_95942431_95942528
6,95942485,12,12_95942431_95942528
7,95942491,12,12_95942431_95942528
8,95942508,12,12_95942431_95942528
9,95942515,12,12_95942431_95942528
10,95942518,12,12_95942431_95942528
11,95942520,12,12_95942431_95942528
12,95942524,12,12_95942431_95942528
13,95942526,12,12_95942431_95942528
14,95942528,12,12_95942431_95942528
0,127835990,6,6_127835988_127836074
1,127836003,6,6_127835988_127836074
2,127836006,6,6_127835988_127836074
3,127836015,6,6_127835988_127836074
4,127836024,6,6_127835988_127836074
5,127836029,6,6_127835988_127836074
6,127836041,6,6_127835988_127836074
7,127836045,6,6_127835988_127836074
8,127836053,6,6_127835988_127836074
9,127836059,6,6_127835988_127836074
10,127836074,6,6_127835988_127836074
0,21499083,20,20_21499081_21499168
1,21499107,20,20_21499081_21499168
2,21499112,20,20_21499081_21499168
3,21499123,20,20_21499081_21499168
4,21499133,20,20_21499081_21499168
5,21499142,20,20_21499081_21499168
6,21499146,20,20_21499081_21499168
7,21499148,20,20_21499081_21499168
8,21499165,20,20_21499081_21499168
9,21499168,20,20_21499081_21499168
0,36987301,14,14_36987299_36987389
1,36987305,14,14_36987299_36987389
2,36987310,14,14_36987299_36987389
3,36987319,14,14_36987299_36987389
4,36987322,14,14_36987299_36987389
5,36987325,14,14_36987299_36987389
6,36987350,14,14_36987299_36987389
7,36987373,14,14_36987299_36987389
8,36987375,14,14_36987299_36987389
9,36987389,14,14_36987299_36987389
0,1587361,17,17_1587359_1587460
1,1587369,17,17_1587359_1587460
2,1587400,17,17_1587359_1587460
3,1587423,17,17_1587359_1587460
4,1587427,17,17_1587359_1587460
5,1587460,17,17_1587359_1587460
0,37956153,7,7_37956151_37956245
1,37956155,7,7_37956151_37956245
2,37956160,7,7_37956151_37956245
3,37956166,7,7_37956151_37956245
4,37956180,7,7_37956151_37956245
5,37956210,7,7_37956151_37956245
6,37956221,7,7_37956151_37956245
7,37956224,7,7_37956151_37956245
8,37956245,7,7_37956151_37956245
0,119913500,7,7_119913498_119913576
1,119913502,7,7_119913498_119913576
2,119913517,7,7_119913498_119913576
3,119913519,7,7_119913498_119913576
4,119913531,7,7_119913498_119913576
5,119913550,7,7_119913498_119913576
6,119913561,7,7_119913498_119913576
7,119913567,7,7_119913498_119913576
8,119913576,7,7_119913498_119913576
0,5713119,4,4_5713117_5713217
1,5713124,4,4_5713117_5713217
2,5713137,4,4_5713117_5713217
3,5713140,4,4_5713117_5713217
4,5713142,4,4_5713117_5713217
5,5713144,4,4_5713117_5713217
6,5713159,4,4_5713117_5713217
7,5713164,4,4_5713117_5713217
8,5713166,4,4_5713117_5713217
9,5713171,4,4_5713117_5713217
10,5713175,4,4_5713117_5713217
11,5713178,4,4_5713117_5713217
12,5713182,4,4_5713117_5713217
13,5713197,4,4_5713117_5713217
14,5713200,4,4_5713117_5713217
15,5713212,4,4_5713117_5713217
16,5713215,4,4_5713117_5713217
17,5713217,4,4_5713117_5713217
0,132271335,6,6_132271333_132271435
1,132271357,6,6_132271333_132271435
2,132271361,6,6_132271333_132271435
3,132271365,6,6_132271333_132271435
4,132271401,6,6_132271333_132271435
5,132271424,6,6_132271333_132271435
6,132271433,6,6_132271333_132271435
7,132271435,6,6_132271333_132271435
0,158147803,1,1_158147801_158147853
1,158147809,1,1_158147801_158147853
2,158147822,1,1_158147801_158147853
3,158147849,1,1_158147801_158147853
4,158147853,1,1_158147801_158147853
0,153451094,6,6_153451092_153451176
1,153451096,6,6_153451092_153451176
2,153451098,6,6_153451092_153451176
3,153451118,6,6_153451092_153451176
4,153451124,6,6_153451092_153451176
5,153451129,6,6_153451092_153451176
6,153451137,6,6_153451092_153451176
7,153451154,6,6_153451092_153451176
8,153451163,6,6_153451092_153451176
9,153451165,6,6_153451092_153451176
10,153451174,6,6_153451092_153451176
11,153451176,6,6_153451092_153451176
0,155598179,7,7_155598177_155598276
1,155598189,7,7_155598177_155598276
2,155598195,7,7_155598177_155598276
3,155598208,7,7_155598177_155598276
4,155598222,7,7_155598177_155598276
5,155598226,7,7_155598177_155598276
6,155598236,7,7_155598177_155598276
7,155598253,7,7_155598177_155598276
8,155598258,7,7_155598177_155598276
9,155598268,7,7_155598177_155598276
10,155598272,7,7_155598177_155598276
11,155598274,7,7_155598177_155598276
12,155598276,7,7_155598177_155598276
0,155596513,7,7_155596511_155596574
1,155596515,7,7_155596511_155596574
2,155596534,7,7_155596511_155596574
3,155596541,7,7_155596511_155596574
4,155596543,7,7_155596511_155596574
5,155596548,7,7_155596511_155596574
6,155596553,7,7_155596511_155596574
7,155596567,7,7_155596511_155596574
8,155596574,7,7_155596511_155596574
0,88600833,16,16_88600831_88600928
1,88600835,16,16_88600831_88600928
2,88600853,16,16_88600831_88600928
3,88600867,16,16_88600831_88600928
4,88600882,16,16_88600831_88600928
5,88600889,16,16_88600831_88600928
6,88600894,16,16_88600831_88600928
7,88600900,16,16_88600831_88600928
8,88600904,16,16_88600831_88600928
9,88600907,16,16_88600831_88600928
10,88600909,16,16_88600831_88600928
11,88600913,16,16_88600831_88600928
12,88600922,16,16_88600831_88600928
13,88600925,16,16_88600831_88600928
14,88600928,16,16_88600831_88600928
0,46371649,22,22_46371647_46371748
1,46371657,22,22_46371647_46371748
2,46371664,22,22_46371647_46371748
3,46371666,22,22_46371647_46371748
4,46371678,22,22_46371647_46371748
5,46371682,22,22_46371647_46371748
6,46371689,22,22_46371647_46371748
7,46371698,22,22_46371647_46371748
8,46371708,22,22_46371647_46371748
9,46371721,22,22_46371647_46371748
10,46371726,22,22_46371647_46371748
11,46371729,22,22_46371647_46371748
12,46371748,22,22_46371647_46371748
0,168436127,6,6_168436125_168436196
1,168436133,6,6_168436125_168436196
2,168436136,6,6_168436125_168436196
3,168436141,6,6_168436125_168436196
4,168436150,6,6_168436125_168436196
5,168436156,6,6_168436125_168436196
6,168436173,6,6_168436125_168436196
7,168436187,6,6_168436125_168436196
8,168436196,6,6_168436125_168436196
0,155597704,7,7_155597702_155597802
1,155597709,7,7_155597702_155597802
2,155597719,7,7_155597702_155597802
3,155597724,7,7_155597702_155597802
4,155597729,7,7_155597702_155597802
5,155597731,7,7_155597702_155597802
6,155597737,7,7_155597702_155597802
7,155597741,7,7_155597702_155597802
8,155597764,7,7_155597702_155597802
9,155597771,7,7_155597702_155597802
10,155597773,7,7_155597702_155597802
11,155597776,7,7_155597702_155597802
12,155597778,7,7_155597702_155597802
13,155597784,7,7_155597702_155597802
14,155597792,7,7_155597702_155597802
15,155597795,7,7_155597702_155597802
16,155597797,7,7_155597702_155597802
17,155597802,7,7_155597702_155597802
0,63802571,5,5_63802569_63802631
1,63802577,5,5_63802569_63802631
2,63802593,5,5_63802569_63802631
3,63802604,5,5_63802569_63802631
4,63802631,5,5_63802569_63802631
0,45789786,21,21_45789784_45789875
1,45789793,21,21_45789784_45789875
2,45789815,21,21_45789784_45789875
3,45789824,21,21_45789784_45789875
4,45789844,21,21_45789784_45789875
5,45789853,21,21_45789784_45789875
6,45789867,21,21_45789784_45789875
7,45789875,21,21_45789784_45789875
0,33094790,15,15_33094788_33094865
1,33094797,15,15_33094788_33094865
2,33094842,15,15_33094788_33094865
3,33094854,15,15_33094788_33094865
4,33094865,15,15_33094788_33094865
0,41159126,3,3_41159124_41159193
1,41159145,3,3_41159124_41159193
2,41159164,3,3_41159124_41159193
3,41159170,3,3_41159124_41159193
4,41159183,3,3_41159124_41159193
5,41159193,3,3_41159124_41159193
0,45943761,11,11_45943761_45943862
1,45943763,11,11_45943761_45943862
2,45943772,11,11_45943761_45943862
3,45943781,11,11_45943761_45943862
4,45943785,11,11_45943761_45943862
5,45943791,11,11_45943761_45943862
6,45943826,11,11_45943761_45943862
7,45943838,11,11_45943761_45943862
8,45943857,11,11_45943761_45943862
9,45943862,11,11_45943761_45943862
0,95942009,12,12_95942007_95942109
1,95942019,12,12_95942007_95942109
2,95942027,12,12_95942007_95942109
3,95942039,12,12_95942007_95942109
4,95942041,12,12_95942007_95942109
5,95942049,12,12_95942007_95942109
6,95942067,12,12_95942007_95942109
7,95942077,12,12_95942007_95942109
8,95942081,12,12_95942007_95942109
9,95942086,12,12_95942007_95942109
10,95942100,12,12_95942007_95942109
11,95942109,12,12_95942007_95942109
0,45490386,15,15_45490384_45490450
1,45490396,15,15_45490384_45490450
2,45490403,15,15_45490384_45490450
3,45490426,15,15_45490384_45490450
4,45490428,15,15_45490384_45490450
5,45490450,15,15_45490384_45490450
0,72129881,6,6_72129879_72129975
1,72129883,6,6_72129879_72129975
2,72129887,6,6_72129879_72129975
3,72129889,6,6_72129879_72129975
4,72129896,6,6_72129879_72129975
5,72129901,6,6_72129879_72129975
6,72129903,6,6_72129879_72129975
7,72129906,6,6_72129879_72129975
8,72129908,6,6_72129879_72129975
9,72129911,6,6_72129879_72129975
10,72129916,6,6_72129879_72129975
11,72129918,6,6_72129879_72129975
12,72129924,6,6_72129879_72129975
13,72129927,6,6_72129879_72129975
14,72129940,6,6_72129879_72129975
15,72129945,6,6_72129879_72129975
16,72129955,6,6_72129879_72129975
17,72129964,6,6_72129879_72129975
18,72129968,6,6_72129879_72129975
19,72129970,6,6_72129879_72129975
20,72129975,6,6_72129879_72129975
0,175750724,4,4_175750722_175750809
1,175750760,4,4_175750722_175750809
2,175750792,4,4_175750722_175750809
3,175750798,4,4_175750722_175750809
4,175750802,4,4_175750722_175750809
5,175750809,4,4_175750722_175750809
0,1551701,17,17_1551699_1551787
1,1551731,17,17_1551699_1551787
2,1551740,17,17_1551699_1551787
3,1551757,17,17_1551699_1551787
4,1551764,17,17_1551699_1551787
5,1551768,17,17_1551699_1551787
6,1551778,17,17_1551699_1551787
7,1551780,17,17_1551699_1551787
8,1551787,17,17_1551699_1551787
0,36977589,14,14_36977587_36977686
1,36977594,14,14_36977587_36977686
2,36977599,14,14_36977587_36977686
3,36977604,14,14_36977587_36977686
4,36977606,14,14_36977587_36977686
5,36977620,14,14_36977587_36977686
6,36977622,14,14_36977587_36977686
7,36977628,14,14_36977587_36977686
8,36977630,14,14_36977587_36977686
9,36977635,14,14_36977587_36977686
10,36977639,14,14_36977587_36977686
11,36977646,14,14_36977587_36977686
12,36977652,14,14_36977587_36977686
13,36977661,14,14_36977587_36977686
14,36977684,14,14_36977587_36977686
15,36977686,14,14_36977587_36977686
0,124462035,9,9_124462033_124462099
1,124462054,9,9_124462033_124462099
2,124462059,9,9_124462033_124462099
3,124462063,9,9_124462033_124462099
4,124462070,9,9_124462033_124462099
5,124462075,9,9_124462033_124462099
6,124462081,9,9_124462033_124462099
7,124462099,9,9_124462033_124462099
0,43137962,17,17_43137960_43138017
1,43137968,17,17_43137960_43138017
2,43137970,17,17_43137960_43138017
3,43137983,17,17_43137960_43138017
4,43138014,17,17_43137960_43138017
5,43138017,17,17_43137960_43138017
0,208409404,1,1_208409402_208409500
1,208409439,1,1_208409402_208409500
2,208409459,1,1_208409402_208409500
3,208409478,1,1_208409402_208409500
4,208409500,1,1_208409402_208409500
0,44068869,15,15_44068867_44068963
1,44068876,15,15_44068867_44068963
2,44068907,15,15_44068867_44068963
3,44068910,15,15_44068867_44068963
4,44068959,15,15_44068867_44068963
5,44068963,15,15_44068867_44068963
0,102248188,14,14_102248186_102248278
1,102248194,14,14_102248186_102248278
2,102248200,14,14_102248186_102248278
3,102248215,14,14_102248186_102248278
4,102248220,14,14_102248186_102248278
5,102248235,14,14_102248186_102248278
6,102248247,14,14_102248186_102248278
7,102248253,14,14_102248186_102248278
8,102248264,14,14_102248186_102248278
9,102248270,14,14_102248186_102248278
10,102248278,14,14_102248186_102248278
0,24722065,6,6_24722063_24722103
1,24722072,6,6_24722063_24722103
2,24722075,6,6_24722063_24722103
3,24722080,6,6_24722063_24722103
4,24722084,6,6_24722063_24722103
5,24722103,6,6_24722063_24722103
0,9642571,3,3_9642569_9642665
1,9642582,3,3_9642569_9642665
2,9642588,3,3_9642569_9642665
3,9642591,3,3_9642569_9642665
4,9642594,3,3_9642569_9642665
5,9642598,3,3_9642569_9642665
6,9642600,3,3_9642569_9642665
7,9642623,3,3_9642569_9642665
8,9642630,3,3_9642569_9642665
9,9642641,3,3_9642569_9642665
10,9642654,3,3_9642569_9642665
11,9642665,3,3_9642569_9642665
0,100204149,14,14_100204147_100204233
1,100204153,14,14_100204147_100204233
2,100204174,14,14_100204147_100204233
3,100204178,14,14_100204147_100204233
4,100204181,14,14_100204147_100204233
5,100204193,14,14_100204147_100204233
6,100204196,14,14_100204147_100204233
7,100204209,14,14_100204147_100204233
8,100204222,14,14_100204147_100204233
9,100204233,14,14_100204147_100204233
0,55519532,3,3_55519530_55519622
1,55519542,3,3_55519530_55519622
2,55519564,3,3_55519530_55519622
3,55519583,3,3_55519530_55519622
4,55519588,3,3_55519530_55519622
5,55519590,3,3_55519530_55519622
6,55519595,3,3_55519530_55519622
7,55519600,3,3_55519530_55519622
8,55519609,3,3_55519530_55519622
9,55519622,3,3_55519530_55519622
0,88600727,16,16_88600725_88600825
1,88600733,16,16_88600725_88600825
2,88600735,16,16_88600725_88600825
3,88600739,16,16_88600725_88600825
4,88600742,16,16_88600725_88600825
5,88600751,16,16_88600725_88600825
6,88600768,16,16_88600725_88600825
7,88600770,16,16_88600725_88600825
8,88600773,16,16_88600725_88600825
9,88600777,16,16_88600725_88600825
10,88600784,16,16_88600725_88600825
11,88600792,16,16_88600725_88600825
12,88600798,16,16_88600725_88600825
13,88600801,16,16_88600725_88600825
14,88600808,16,16_88600725_88600825
15,88600817,16,16_88600725_88600825
16,88600825,16,16_88600725_88600825
0,38645190,8,8_38645188_38645280
1,38645199,8,8_38645188_38645280
2,38645205,8,8_38645188_38645280
3,38645211,8,8_38645188_38645280
4,38645217,8,8_38645188_38645280
5,38645231,8,8_38645188_38645280
6,38645238,8,8_38645188_38645280
7,38645271,8,8_38645188_38645280
8,38645274,8,8_38645188_38645280
9,38645280,8,8_38645188_38645280
0,4764845,7,7_4764843_4764941
1,4764894,7,7_4764843_4764941
2,4764899,7,7_4764843_4764941
3,4764914,7,7_4764843_4764941
4,4764917,7,7_4764843_4764941
5,4764923,7,7_4764843_4764941
6,4764929,7,7_4764843_4764941
7,4764941,7,7_4764843_4764941
0,494383,8,8_494381_494479
1,494386,8,8_494381_494479
2,494407,8,8_494381_494479
3,494422,8,8_494381_494479
4,494424,8,8_494381_494479
5,494434,8,8_494381_494479
6,494452,8,8_494381_494479
7,494459,8,8_494381_494479
8,494473,8,8_494381_494479
9,494479,8,8_494381_494479
0,117950897,8,8_117950895_117950958
1,117950900,8,8_117950895_117950958
2,117950929,8,8_117950895_117950958
3,117950932,8,8_117950895_117950958
4,117950938,8,8_117950895_117950958
5,117950944,8,8_117950895_117950958
6,117950958,8,8_117950895_117950958
0,155596407,7,7_155596405_155596502
1,155596413,7,7_155596405_155596502
2,155596424,7,7_155596405_155596502
3,155596468,7,7_155596405_155596502
4,155596479,7,7_155596405_155596502
5,155596481,7,7_155596405_155596502
6,155596486,7,7_155596405_155596502
7,155596498,7,7_155596405_155596502
8,155596502,7,7_155596405_155596502
0,41439487,17,17_41439485_41439587
1,41439498,17,17_41439485_41439587
2,41439532,17,17_41439485_41439587
3,41439543,17,17_41439485_41439587
4,41439563,17,17_41439485_41439587
5,41439587,17,17_41439485_41439587
0,218520288,1,1_218520286_218520385
1,218520293,1,1_218520286_218520385
2,218520300,1,1_218520286_218520385
3,218520304,1,1_218520286_218520385
4,218520310,1,1_218520286_218520385
5,218520314,1,1_218520286_218520385
6,218520316,1,1_218520286_218520385
7,218520325,1,1_218520286_218520385
8,218520328,1,1_218520286_218520385
9,218520340,1,1_218520286_218520385
10,218520369,1,1_218520286_218520385
11,218520385,1,1_218520286_218520385
0,176987174,4,4_176987172_176987249
1,176987178,4,4_176987172_176987249
2,176987181,4,4_176987172_176987249
3,176987197,4,4_176987172_176987249
4,176987204,4,4_176987172_176987249
5,176987207,4,4_176987172_176987249
6,176987216,4,4_176987172_176987249
7,176987240,4,4_176987172_176987249
8,176987249,4,4_176987172_176987249
0,88600520,16,16_88600520_88600622
1,88600522,16,16_88600520_88600622
2,88600528,16,16_88600520_88600622
3,88600543,16,16_88600520_88600622
4,88600547,16,16_88600520_88600622
5,88600549,16,16_88600520_88600622
6,88600555,16,16_88600520_88600622
7,88600568,16,16_88600520_88600622
8,88600571,16,16_88600520_88600622
9,88600573,16,16_88600520_88600622
10,88600581,16,16_88600520_88600622
11,88600585,16,16_88600520_88600622
12,88600587,16,16_88600520_88600622
13,88600593,16,16_88600520_88600622
14,88600596,16,16_88600520_88600622
15,88600607,16,16_88600520_88600622
16,88600616,16,16_88600520_88600622
17,88600618,16,16_88600520_88600622
18,88600622,16,16_88600520_88600622
0,56332039,17,17_56332037_56332080
1,56332059,17,17_56332037_56332080
2,56332064,17,17_56332037_56332080
3,56332073,17,17_56332037_56332080
4,56332078,17,17_56332037_56332080
5,56332080,17,17_56332037_56332080
0,17840283,20,20_17840281_17840350
1,17840297,20,20_17840281_17840350
2,17840306,20,20_17840281_17840350
3,17840311,20,20_17840281_17840350
4,17840313,20,20_17840281_17840350
5,17840335,20,20_17840281_17840350
6,17840350,20,20_17840281_17840350
0,45132168,11,11_45132166_45132237
1,45132173,11,11_45132166_45132237
2,45132213,11,11_45132166_45132237
3,45132222,11,11_45132166_45132237
4,45132237,11,11_45132166_45132237
0,36990269,14,14_36990267_36990365
1,36990271,14,14_36990267_36990365
2,36990290,14,14_36990267_36990365
3,36990297,14,14_36990267_36990365
4,36990317,14,14_36990267_36990365
5,36990327,14,14_36990267_36990365
6,36990333,14,14_36990267_36990365
7,36990346,14,14_36990267_36990365
8,36990348,14,14_36990267_36990365
9,36990356,14,14_36990267_36990365
10,36990365,14,14_36990267_36990365
0,159738801,5,5_159738799_159738900
1,159738807,5,5_159738799_159738900
2,159738813,5,5_159738799_159738900
3,159738870,5,5_159738799_159738900
4,159738872,5,5_159738799_159738900
5,159738888,5,5_159738799_159738900
6,159738892,5,5_159738799_159738900
7,159738897,5,5_159738799_159738900
8,159738900,5,5_159738799_159738900
0,155597817,7,7_155597815_155597905
1,155597842,7,7_155597815_155597905
2,155597852,7,7_155597815_155597905
3,155597866,7,7_155597815_155597905
4,155597868,7,7_155597815_155597905
5,155597880,7,7_155597815_155597905
6,155597896,7,7_155597815_155597905
7,155597905,7,7_155597815_155597905
0,36705143,13,13_36705141_36705224
